stationid,toxbatch,matrix,lab,species,dilution,treatment,concentration,concentrationunits,endpoint,labrep,result,resultunits,qacode,sampletypecode,fieldreplicate,samplecollectdate,comments,ObjectId
B18-10041,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,79.9,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3211
B18-10041,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,90.6,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3212
B18-10041,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,75.9,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3213
B18-10041,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,79.5,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3214
B18-10041,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,83,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3215
B18-10179,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,75.9,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3216
B18-10179,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,78.6,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3217
B18-10179,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,70.1,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3218
B18-10179,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,77.2,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3219
B18-10179,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,77.2,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3220
B18-10180,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,79.5,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3221
B18-10180,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,91.5,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3222
B18-10180,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,74.1,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3223
B18-10180,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,0.4,percentage,O,Grab,1,2018/07/31 07:00:00+00,outlier according to Grubbs test,3224
B18-10180,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,82.6,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3225
B18-10181,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,79,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3226
B18-10181,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,93.9,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3227
B18-10181,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,94.1,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3228
B18-10181,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,92.1,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3229
B18-10181,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,88.8,percentage,A,Grab,1,2018/07/31 07:00:00+00,,3230
B18-10042,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,72.8,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3231
B18-10042,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,73.2,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3232
B18-10042,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,77.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3233
B18-10042,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,79,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3234
B18-10042,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,81.3,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3235
B18-10085,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,100,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3236
B18-10085,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,1.8,percentage,O,Grab,1,2018/08/01 07:00:00+00,outlier according to Grubbs test,3237
B18-10085,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,81.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3238
B18-10085,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,74.6,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3239
B18-10085,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,77.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3240
B18-10086,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,83,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3241
B18-10086,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,78.1,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3242
B18-10086,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,74.6,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3243
B18-10086,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,74.1,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3244
B18-10086,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,89.3,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3245
B18-10087,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,81.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3246
B18-10087,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,63.8,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3247
B18-10087,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,91.9,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3248
B18-10087,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,91.1,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3249
B18-10087,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,73.2,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3250
B18-10088,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,81.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3251
B18-10039,18-08-012 to -017,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,88.3,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3252
B18-10088,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,83,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3253
B18-10088,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,76.8,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3254
B18-10039,18-08-012 to -017,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,78.2,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3255
B18-10034,18-08-025 to -041,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,90,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3256
B18-10126,18-08-025 to -041,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,1,100,percentage,A,Grab,1,2018/07/26 07:00:00+00,,3257
B18-10088,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,80.8,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3258
B18-10039,18-08-012 to -017,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,85.9,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3259
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3260
B18-10034,18-08-025 to -041,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,100,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3261
0000,180803eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,4,80,percentage,A,RFNH3,1,2018/08/03 07:00:00+00,,3262
B18-10126,18-08-025 to -041,Whole Sediment,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,-88,Not Recorded,10 day survival percent,2,85,percentage,A,Grab,1,2018/07/26 07:00:00+00,,3263
B18-10088,18-08-042 to -052,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,81.7,percentage,A,Grab,1,2018/08/01 07:00:00+00,,3264
B18-10139,18-08-001 to -011,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,83,percentage,A,Grab,1,2018/07/27 07:00:00+00,,3265
B18-10039,18-08-012 to -017,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,73.8,percentage,A,Grab,1,2018/07/30 07:00:00+00,,3266
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,3,80,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3267
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3268
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3269
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3270
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3271
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3272
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3273
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3274
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3275
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,31.2,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3276
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3277
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3278
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3279
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3280
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3281
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3282
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3283
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3284
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,0,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3285
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,2,0,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3286
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,3,0,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3287
0000,181010eera,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,4,30,percentage,A,RFNH3,1,2018/10/10 07:00:00+00,,3288
0000,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,83,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3289
0000,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,95.8,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3290
0000,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,86.2,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3291
0000,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,95.7,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3292
0000,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,84.4,percentage,A,CNEG,1,2018/09/14 07:00:00+00,,3293
B18-10200,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,1,76.8,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3294
B18-10200,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,2,69.6,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3295
B18-10200,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,3,68.5,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3296
B18-10200,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,4,74.6,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3297
B18-10200,18-09-015,Sediment Water Interface,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,-88,Not Recorded,Percent normal-alive,5,68.1,percentage,A,Grab,1,2018/09/12 07:00:00+00,,3298
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,0,mg/L,Percent normal-alive,1,83.7,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3299
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,0,mg/L,Percent normal-alive,2,80.8,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3300
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,0,mg/L,Percent normal-alive,3,82.61,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3301
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,0,mg/L,Percent normal-alive,4,85.52,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3302
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,0,mg/L,Percent normal-alive,5,78.26,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3303
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,2,mg/L,Percent normal-alive,1,81.16,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3304
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,2,mg/L,Percent normal-alive,2,77.54,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3305
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,2,mg/L,Percent normal-alive,3,88.04,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3306
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,2,mg/L,Percent normal-alive,4,88.77,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3307
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,2,mg/L,Percent normal-alive,5,84.42,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3308
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,4,mg/L,Percent normal-alive,1,80.07,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3309
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,4,mg/L,Percent normal-alive,2,81.52,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3310
0000,180914mgrd,Reference Toxicant,"AMEC, Foster, & Wheeler / WOOD",Mytilus galloprovincialis,-88,None,4,mg/L,Percent normal-alive,3,88.04,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,3311
